FID_1;LABEL;Count_;FID_12;Annee;Saison;LAT;LONG;LAT_D;LONG_D;Esp1;Pres_Esp1;Esp2;Pres_Esp2;Salinite;Temp;DO;pH
0;CY49;3;0;2020;printemps;31,8425;-10,96944;31,84250000000;-10,96944000000;0,00000000000;0;41,55000000000;1;36,35000000000;18,41000000000;5,10100000000;7,93000000000
1;DZ49;1;3982;2020;printemps;31,939167;-10,73056;31,93916700000;-10,73056000000;0,00000000000;0;0,00000000000;0;36,33000000000;18,03000000000;5,11200000000;7,93970000000
2;DA49;1;3983;2020;printemps;31,946944;-10,55556;31,94694400000;-10,55556000000;0,00000000000;0;0,00000000000;0;36,32800000000;18,08000000000;5,10900000000;7,93960000000
3;DB49;2;3984;2020;printemps;31,970278;-10,3611;31,97027800000;-10,36110000000;0,00000000000;0;0,00000000000;0;36,32800000000;18,29000000000;5,19900000000;7,93960000000
4;DC49;7;1;2020;printemps;31,872778;-10,167222;31,87277800000;-10,16722200000;0,00000000000;0;2661,05000000000;1;36,34000000000;18,30000000000;5,11300000000;7,93980000000
5;DD49;6;3;2020;printemps;31,857778;-10,132222;31,85777800000;-10,13222200000;0,00000000000;0;416,55000000000;1;36,33900000000;18,14000000000;5,11200000000;7,96990000000
6;DZ50;2;5;2020;printemps;31,832222;-10,71944;31,83222200000;-10,71944000000;0,00000000000;0;10,95000000000;1;36,32900000000;18,08000000000;5,11300000000;7,93030000000
7;DA50;2;6;2020;printemps;31,824167;-10,55;31,82416700000;-10,55000000000;0,00000000000;0;115,13000000000;1;36,32500000000;18,79000000000;5,11600000000;7,93990000000
8;DB50;3;7;2020;printemps;31,816389;-10,38056;31,81638900000;-10,38056000000;0,00000000000;0;58,17000000000;1;36,31600000000;18,34000000000;5,13300000000;7,93790000000
9;DC50;4;9;2020;printemps;31,808611;-10,20833;31,80861100000;-10,20833000000;0,00000000000;0;17,23000000000;1;36,33600000000;18,86000000000;5,11200000000;7,93980000000
10;DD50;7;10;2020;printemps;31,668333;-10,109444;31,66833300000;-10,10944400000;0,00000000000;0;52,70000000000;1;36,34800000000;18,20000000000;5,19500000000;7,93990000000
11;CY51;3;11;2020;printemps;31,6625;-10,91667;31,66250000000;-10,91667000000;0,00000000000;0;62,63000000000;1;36,37200000000;18,85000000000;5,17500000000;7,93000000000
12;DZ51;2;12;2020;printemps;31,656389;-10,73333;31,65638900000;-10,73333000000;0,00000000000;0;103,38000000000;1;36,36400000000;18,72000000000;5,17900000000;7,93000000000
13;DA51;2;13;2020;printemps;31,650278;-10,55278;31,65027800000;-10,55278000000;0,00000000000;0;64,66000000000;1;36,36100000000;18,29000000000;5,18100000000;7,93000000000
14;DB51;2;14;2020;printemps;31,643889;-10,375;31,64388900000;-10,37500000000;0,00000000000;0;26,96000000000;1;36,31700000000;18,20000000000;5,12600000000;7,93870000000
15;DC51;17;15;2020;printemps;31,5275;-10,218889;31,52750000000;-10,21888900000;0,00000000000;0;291,28000000000;1;36,33200000000;18,93000000000;5,18700000000;7,93050000000
16;DD51;3;20;2020;printemps;31,500278;-10,1475;31,50027800000;-10,14750000000;0,00000000000;0;84,53000000000;1;36,26100000000;18,99000000000;5,19000000000;7,93990000000
17;CY52;2;22;2020;printemps;31,474722;-10,91389;31,47472200000;-10,91389000000;0,00000000000;0;108,44000000000;1;36,33300000000;18,99000000000;5,16200000000;7,93930000000
18;DZ52;2;23;2020;printemps;31,467778;-10,73889;31,46777800000;-10,73889000000;0,00000000000;0;88,38000000000;1;36,35600000000;18,11000000000;5,19300000000;7,93000000000
19;DA52;3;24;2020;printemps;31,46;-10,56389;31,46000000000;-10,56389000000;0,00000000000;0;169,05000000000;1;36,36600000000;18,32000000000;5,17700000000;7,93890000000
20;DB52;2;26;2020;printemps;31,452222;-10,39167;31,45222200000;-10,39167000000;0,00000000000;0;137,03000000000;1;36,34400000000;18,72000000000;5,10100000000;7,93000000000
21;DC52;2;27;2020;printemps;31,444444;-10,22222;31,44444400000;-10,22222000000;641,78000000000;1;156,24000000000;1;36,34600000000;18,86000000000;5,19600000000;7,93000000000
22;DD52;5;28;2020;printemps;31,481389;-10,109444;31,48138900000;-10,10944400000;0,00000000000;0;169,46000000000;1;36,23500000000;18,28000000000;5,17300000000;7,93030000000
23;CY53;1;4033;2020;automne;31,287222;-10,98889;31,28722200000;-10,98889000000;4,96000000000;1;32,84000000000;1;36,32700000000;18,10000000000;5,10700000000;7,93960000000
24;DZ53;2;30;2020;printemps;31,291389;-10,81111;31,29138900000;-10,81111000000;0,00000000000;0;129,92000000000;1;36,34200000000;18,92000000000;5,10800000000;7,93990000000
25;DA53;2;31;2020;printemps;31,290556;-10,61667;31,29055600000;-10,61667000000;0,00000000000;0;68,78000000000;1;36,31800000000;18,16000000000;5,17700000000;7,93880000000
26;DB53;17;32;2020;printemps;31,289444;-10,425;31,28944400000;-10,42500000000;0,00000000000;0;176,80000000000;1;36,32100000000;18,67000000000;5,16100000000;7,93770000000
27;DC53;19;34;2020;printemps;31,287778;-10,2;31,28777800000;-10,20000000000;0,00000000000;0;222,65000000000;1;36,32600000000;18,66000000000;5,12300000000;7,93820000000
28;DD53;7;42;2020;printemps;31,287222;-10,158056;31,28722200000;-10,15805600000;0,00000000000;0;336,27000000000;1;36,25200000000;18,96000000000;5,11100000000;7,93990000000
29;CY54;2;47;2020;printemps;31,1225;-10,89722;31,12250000000;-10,89722000000;0,00000000000;0;36,27000000000;1;36,33200000000;18,93000000000;5,18700000000;7,93050000000
30;DZ54;1;48;2020;printemps;31,121667;-10,70278;31,12166700000;-10,70278000000;0,00000000000;0;42,76000000000;1;36,32600000000;18,96000000000;5,17200000000;7,93040000000
31;DA54;1;49;2020;printemps;31,119722;-10,50278;31,11972200000;-10,50278000000;0,00000000000;0;125,51000000000;1;36,31600000000;18,34000000000;5,13300000000;7,93790000000
32;DB54;10;4065;2020;printemps;31,158333;-10,459722;31,15833300000;-10,45972200000;0,00000000000;0;0,00000000000;0;36,33400000000;18,01000000000;5,11600000000;7,93980000000
33;DC54;18;50;2020;printemps;31,123611;-10,186667;31,12361100000;-10,18666700000;0,00000000000;0;16,27000000000;1;36,32400000000;18,53000000000;5,09200000000;7,90980000000
34;DD54;9;58;2020;printemps;31,123333;-10,109167;31,12333300000;-10,10916700000;0,00000000000;0;47,26000000000;1;36,23600000000;18,86000000000;5,01200000000;7,90980000000
35;CY55;2;62;2020;printemps;30,939167;-10,93889;30,93916700000;-10,93889000000;0,00000000000;0;6,16000000000;1;36,31700000000;18,20000000000;5,12600000000;7,93870000000
36;DZ55;2;63;2020;printemps;30,940556;-10,74722;30,94055600000;-10,74722000000;0,00000000000;0;5,06000000000;1;36,35700000000;18,15000000000;5,19700000000;7,93020000000
37;DA55;3;64;2020;printemps;30,939167;-10,55556;30,93916700000;-10,55556000000;0,00000000000;0;8,14000000000;1;36,37200000000;18,85000000000;5,17500000000;7,93000000000
38;DB55;4;65;2020;printemps;30,937222;-10,36389;30,93722200000;-10,36389000000;0,00000000000;0;10,12000000000;1;36,32900000000;18,47000000000;5,19800000000;7,93020000000
39;DC55;13;66;2020;printemps;30,936667;-10,175;30,93666700000;-10,17500000000;0,00000000000;0;16,39000000000;1;36,26100000000;18,99000000000;5,09000000000;7,90990000000
40;DD55;18;67;2020;printemps;30,938611;-10,113056;30,93861100000;-10,11305600000;0,00000000000;0;51,04000000000;1;36,26400000000;17,72000000000;5,07900000000;7,90000000000
41;CY56;1;4125;2020;automne;30,7975;-10,93056;30,79750000000;-10,93056000000;651,80000000000;1;0,00000000000;1;36,34800000000;18,48000000000;5,19900000000;7,93990000000
42;DZ56;2;4126;2020;printemps;30,8;-10,76944;30,80000000000;-10,76944000000;0,00000000000;0;0,00000000000;0;36,34900000000;18,31000000000;5,10600000000;7,93990000000
43;DA56;2;69;2020;printemps;30,799444;-10,58056;30,79944400000;-10,58056000000;0,00000000000;0;138,49000000000;1;36,35400000000;18,65000000000;5,11000000000;7,93030000000
44;DB56;3;70;2020;printemps;30,798611;-10,38611;30,79861100000;-10,38611000000;0,00000000000;0;115,94000000000;1;36,33500000000;18,28000000000;5,17300000000;7,93030000000
45;DC56;3;71;2020;printemps;30,797222;-10,19444;30,79722200000;-10,19444000000;0,00000000000;0;98,67000000000;1;36,26600000000;18,32000000000;5,07700000000;7,90010000000
46;DD56;7;4132;2020;printemps;30,825;-10,136944;30,82500000000;-10,13694400000;0,00000000000;0;0,00000000000;0;36,24900000000;17,26000000000;5,00900000000;7,90990000000
47;CY57;4;73;2020;printemps;30,507222;-10,9167;30,50722200000;-10,91670000000;0,00000000000;0;19,14000000000;1;36,34200000000;18,20000000000;5,10900000000;7,93990000000
48;DZ57;4;74;2020;printemps;30,612222;-10,82222;30,61222200000;-10,82222000000;0,00000000000;0;24,07000000000;1;36,35600000000;18,11000000000;5,19300000000;7,93000000000
49;DA57;4;75;2020;printemps;30,617222;-10,5833;30,61722200000;-10,58330000000;0,00000000000;0;15,08000000000;1;36,32600000000;18,66000000000;5,12300000000;7,93820000000
50;DB57;4;77;2020;printemps;30,505833;-10,475;30,50583300000;-10,47500000000;0,00000000000;0;45,24000000000;1;36,24400000000;18,72000000000;5,10100000000;7,93000000000
51;DC57;4;79;2020;printemps;30,506667;-10,28333;30,50666700000;-10,28333000000;0,00000000000;0;42,92000000000;1;36,23300000000;18,99000000000;5,16200000000;7,93930000000
52;DD57;19;4151;2020;printemps;30,612778;-10,101389;30,61277800000;-10,10138900000;0,00000000000;0;0,00000000000;0;36,23700000000;18,53000000000;5,19500000000;7,90970000000
53;CY58;4;4170;2020;printemps;30,383889;-10,88056;30,38388900000;-10,88056000000;0,00000000000;0;0,00000000000;0;36,32600000000;18,14000000000;5,11900000000;7,93960000000
54;DZ58;2;4174;2020;printemps;30,385833;-10,71111;30,38583300000;-10,71111000000;0,00000000000;0;0,00000000000;0;36,32600000000;18,21000000000;5,11800000000;7,93960000000
55;DA58;2;4176;2020;printemps;30,383889;-10,52222;30,38388900000;-10,52222000000;0,00000000000;0;0,00000000000;0;36,32600000000;18,29000000000;5,11500000000;7,93960000000
56;DB58;2;4178;2020;printemps;30,381389;-10,33611;30,38138900000;-10,33611000000;0,00000000000;0;0,00000000000;0;36,22800000000;18,37000000000;5,11200000000;7,93960000000
57;DC58;1;4180;2020;automne;30,374167;-10,29167;30,37416700000;-10,29167000000;87,12000000000;1;7,32000000000;1;36,23400000000;18,50000000000;5,11300000000;7,93960000000
58;DD58;10;4181;2020;printemps;30,378611;-10,14722;30,37861100000;-10,14722000000;0,00000000000;0;0,00000000000;0;36,23000000000;18,45000000000;5,10900000000;7,93960000000
59;DZ59;5;4191;2020;printemps;30,3175;-10,79722;30,31750000000;-10,79722000000;0,00000000000;0;0,00000000000;0;36,33000000000;18,82000000000;5,11200000000;7,93950000000
60;DA59;2;4196;2020;printemps;30,262222;-10,58889;30,26222200000;-10,58889000000;0,00000000000;0;0,00000000000;0;36,33100000000;18,22000000000;5,11100000000;7,93960000000
61;DB59;1;4198;2020;printemps;30,261111;-10,39722;30,26111100000;-10,39722000000;0,00000000000;0;0,00000000000;0;36,23200000000;18,32000000000;5,11100000000;7,93960000000
62;DC59;2;4199;2020;printemps;30,260833;-10,20556;30,26083300000;-10,20556000000;0,00000000000;0;0,00000000000;0;36,23300000000;18,41000000000;5,11200000000;7,93970000000
63;DD59;11;4201;2020;printemps;30,260833;-10,1389;30,26083300000;-10,13890000000;0,00000000000;0;0,00000000000;0;36,23400000000;18,50000000000;5,11300000000;7,93970000000
64;CY60;2;4212;2020;printemps;30,103611;-10,96389;30,10361100000;-10,96389000000;0,00000000000;0;0,00000000000;0;36,34300000000;19,55000000000;5,19600000000;7,93980000000
65;DZ60;2;4214;2020;printemps;30,103056;-10,77222;30,10305600000;-10,77222000000;0,00000000000;0;0,00000000000;0;36,34500000000;19,53000000000;5,19700000000;7,93990000000
66;DA60;1;4216;2020;printemps;30,102778;-10,58333;30,10277800000;-10,58333000000;0,00000000000;0;0,00000000000;0;36,34700000000;19,51000000000;5,19800000000;7,93990000000
67;DB60;1;4217;2020;printemps;30,101944;-10,39444;30,10194400000;-10,39444000000;0,00000000000;0;0,00000000000;0;36,34800000000;19,48000000000;5,19800000000;7,93990000000
68;DC60;1;4218;2020;printemps;30,100833;-10,20556;30,10083300000;-10,20556000000;0,00000000000;0;0,00000000000;0;36,24800000000;19,45000000000;5,19900000000;7,93990000000
69;DD60;6;81;2020;automne;30,108056;-10,110278;30,10805600000;-10,11027800000;87,12000000000;1;7,32000000000;1;36,23200000000;19,77000000000;5,16400000000;7,93890000000
70;CT61;1;82;2020;printemps;29,9722;-11,7875;29,97220000000;-11,78750000000;0,00000000000;0;1,98000000000;1;36,34500000000;19,06000000000;5,14200000000;7,93010000000
71;CU61;3;83;2020;printemps;29,93889;-11,603611;29,93889000000;-11,60361100000;0,00000000000;0;255,36000000000;1;36,35000000000;19,68000000000;5,12300000000;7,93030000000
72;CV61;1;85;2020;printemps;29,98889;-11,338333;29,98889000000;-11,33833300000;0,00000000000;0;3,92000000000;1;36,31700000000;19,96000000000;5,17600000000;7,93890000000
73;CW61;1;86;2020;printemps;29,88056;-11,324444;29,88056000000;-11,32444400000;0,00000000000;0;105,84000000000;1;36,35300000000;19,94000000000;5,11000000000;7,93980000000
74;CY61;2;4223;2020;printemps;29,948889;-10,96111;29,94888900000;-10,96111000000;0,00000000000;0;0,00000000000;0;36,32900000000;19,40000000000;5,11000000000;7,93960000000
75;DZ61;6;87;2020;printemps;29,98056;-10,784444;29,98056000000;-10,78444400000;2531,58000000000;1;29,13000000000;1;36,33400000000;19,64000000000;5,12600000000;7,93990000000
76;DA61;11;89;2020;printemps;29,84722;-10,580833;29,84722000000;-10,58083300000;1011,69000000000;1;447,02000000000;1;36,32700000000;19,81000000000;5,13000000000;7,93960000000
77;DB61;6;94;2020;printemps;29,85;-10,486944;29,85000000000;-10,48694400000;718,25000000000;1;364,75000000000;1;36,35900000000;19,05000000000;5,19800000000;7,93000000000
78;DC61;12;96;2020;printemps;29,948611;-10,19444;29,94861100000;-10,19444000000;0,00000000000;0;3,54000000000;1;36,24200000000;19,03000000000;5,15400000000;7,93980000000
79;DD61;6;4249;2020;printemps;29,949167;-10,153056;29,94916700000;-10,15305600000;0,00000000000;0;0,00000000000;0;36,23700000000;19,53000000000;5,10200000000;7,93960000000
80;CS62;10;4255;2020;printemps;29,78056;-11,870278;29,78056000000;-11,87027800000;0,00000000000;0;0,00000000000;0;36,34600000000;19,20000000000;5,11300000000;7,93990000000
81;CU62;3;98;2020;printemps;29,71111;-11,576111;29,71111000000;-11,57611100000;0,00000000000;0;123,20000000000;1;36,35300000000;19,45000000000;5,10600000000;7,93010000000
82;CV62;1;100;2020;printemps;29,775;-11,43889;29,77500000000;-11,43889000000;0,00000000000;0;465,36000000000;1;36,34800000000;19,70000000000;5,16000000000;7,93950000000
83;CW62;2;101;2020;printemps;29,7778;-11,230833;29,77780000000;-11,23083300000;0,00000000000;0;328,72000000000;1;36,38900000000;19,47000000000;5,11200000000;7,93900000000
84;CY62;3;4266;2020;printemps;29,7975;-10,86389;29,79750000000;-10,86389000000;0,00000000000;0;0,00000000000;0;36,34800000000;19,30000000000;5,10800000000;7,93990000000
85;DZ62;4;103;2020;printemps;29,75833;-10,756389;29,75833000000;-10,75638900000;104,04000000000;1;1,20000000000;1;36,34400000000;19,04000000000;5,11200000000;7,93990000000
86;DA62;8;104;2020;printemps;29,67222;-10,621111;29,67222000000;-10,62111100000;1720,04000000000;1;760,00000000000;1;36,32700000000;19,38000000000;5,11400000000;7,93950000000
87;DB62;24;107;2020;automne;29,711944;-10,333889;29,71194400000;-10,33388900000;0,00000000000;0;0,41000000000;1;36,32800000000;19,52000000000;5,19300000000;7,93040000000
88;DC62;33;108;2020;printemps;29,674167;-10,234722;29,67416700000;-10,23472200000;0,00000000000;0;19,14000000000;1;36,23100000000;19,51000000000;5,10000000000;7,93040000000
89;DD62;9;115;2020;printemps;29,784444;-10,12222;29,78444400000;-10,12222000000;8746,74000000000;1;1413,26000000000;1;36,24500000000;19,38000000000;5,13900000000;7,93010000000
90;CO63;1;4334;2020;automne;29,50833;-12,55;29,50833000000;-12,55000000000;87,12000000000;1;7,32000000000;1;36,32800000000;19,15000000000;5,10500000000;7,96960000000
91;CP63;2;4335;2020;printemps;29,51667;-12,36667;29,51667000000;-12,36667000000;0,00000000000;0;0,00000000000;0;36,34600000000;19,52000000000;5,19700000000;7,96990000000
92;CQ63;2;4337;2020;printemps;29,55;-12,18056;29,55000000000;-12,18056000000;0,00000000000;0;0,00000000000;0;36,34700000000;19,49000000000;5,19800000000;7,96990000000
93;CS63;10;4339;2020;printemps;29,53889;-11,843611;29,53889000000;-11,84361100000;0,00000000000;0;0,00000000000;0;36,34100000000;19,09000000000;5,11600000000;7,96990000000
94;CU63;3;116;2020;printemps;29,59167;-11,563333;29,59167000000;-11,56333300000;0,00000000000;0;75,04000000000;1;36,34200000000;19,07000000000;5,19000000000;7,93980000000
95;CW63;3;117;2020;printemps;29,53889;-11,284167;29,53889000000;-11,28416700000;0,00000000000;0;207,76000000000;1;36,33300000000;19,84000000000;5,10800000000;7,93010000000
96;CX63;1;120;2020;printemps;29,55278;-11,15556;29,55278000000;-11,15556000000;0,00000000000;0;309,68000000000;1;36,35000000000;19,16000000000;5,11900000000;7,93970000000
97;CY63;4;121;2020;printemps;29,5975;-10,92222;29,59750000000;-10,92222000000;31,24000000000;1;0,38000000000;1;36,34500000000;19,73000000000;5,14400000000;7,93000000000
98;DZ63;6;123;2020;printemps;29,633333;-10,82222;29,63333300000;-10,82222000000;141,44000000000;1;1,71000000000;1;36,33100000000;19,91000000000;5,19200000000;7,93010000000
99;DA63;38;127;2020;printemps;29,506389;-10,546389;29,50638900000;-10,54638900000;0,00000000000;0;5,30000000000;1;36,34500000000;19,03000000000;5,15100000000;7,93940000000
100;DB63;25;134;2020;automne;29,591389;-10,378889;29,59138900000;-10,37888900000;0,00000000000;0;8,03000000000;1;36,25100000000;19,30000000000;5,12500000000;7,93960000000
101;DC63;24;148;2020;printemps;29,555556;-10,2825;29,55555600000;-10,28250000000;0,00000000000;0;89,21000000000;1;36,23900000000;19,65000000000;5,10300000000;7,93000000000
102;DD63;23;160;2020;printemps;29,654722;-10,155;29,65472200000;-10,15500000000;3625,25000000000;1;43,87000000000;1;36,22000000000;19,48000000000;5,12400000000;7,93950000000
103;CM64;2;4420;2020;printemps;29,4;-12,93611;29,40000000000;-12,93611000000;0,00000000000;0;0,00000000000;0;36,34000000000;19,53000000000;5,19600000000;7,96980000000
104;CN64;4;4422;2020;printemps;29,45833;-12,73889;29,45833000000;-12,73889000000;0,00000000000;0;0,00000000000;0;36,34200000000;19,54000000000;5,19600000000;7,96980000000
105;CO64;1;4426;2020;printemps;29,48889;-12,55278;29,48889000000;-12,55278000000;0,00000000000;0;0,00000000000;0;36,34400000000;19,53000000000;5,19700000000;7,96980000000
106;CT64;2;4427;2020;printemps;29,41944;-11,830833;29,41944000000;-11,83083300000;0,00000000000;0;0,00000000000;0;36,32600000000;19,21000000000;5,01700000000;7,96960000000
107;CU64;2;172;2020;printemps;29,46944;-11,549722;29,46944000000;-11,54972200000;0,00000000000;0;70,00000000000;1;36,34200000000;19,70000000000;5,07900000000;7,96960000000
108;CW64;2;173;2020;printemps;29,425;-11,270833;29,42500000000;-11,27083300000;0,00000000000;0;252,56000000000;1;36,33700000000;19,69000000000;5,06600000000;7,93970000000
109;CX64;1;175;2020;printemps;29,44444;-11,1111;29,44444000000;-11,11110000000;0,00000000000;0;188,16000000000;1;36,35200000000;19,32000000000;5,09900000000;7,93960000000
110;CY64;23;176;2020;printemps;29,34722;-10,985556;29,34722000000;-10,98555600000;0,00000000000;0;193,76000000000;1;36,24600000000;19,63000000000;5,09100000000;7,93970000000
111;DZ64;28;177;2020;automne;29,422222;-10,706111;29,42222200000;-10,70611100000;0,00000000000;0;5,43000000000;1;36,26700000000;19,07000000000;5,17800000000;7,93000000000
112;DA64;22;180;2020;printemps;29,496667;-10,526667;29,49666700000;-10,52666700000;0,00000000000;0;2,22000000000;1;36,24500000000;19,03000000000;5,15100000000;7,93940000000
113;DB64;20;183;2020;printemps;29,461667;-10,461944;29,46166700000;-10,46194400000;0,00000000000;0;25,79000000000;1;36,25600000000;19,90000000000;5,10400000000;7,93030000000
114;DC64;15;193;2020;automne;29,3525;-10,263611;29,35250000000;-10,26361100000;1930,12000000000;1;33,28000000000;1;36,20000000000;19,99000000000;5,18500000000;7,93880000000
115;DD64;8;202;2020;automne;29,478889;-10,123056;29,47888900000;-10,12305600000;17,99000000000;1;690,87000000000;1;36,26000000000;19,71000000000;5,19100000000;7,93980000000
116;CN65;1;4515;2020;automne;29,21944;-12,66667;29,21944000000;-12,66667000000;87,12000000000;1;7,32000000000;1;36,33500000000;19,03000000000;5,11600000000;7,96980000000
117;CO65;1;4516;2020;printemps;29,24167;-12,65278;29,24167000000;-12,65278000000;0,00000000000;0;0,00000000000;0;36,33500000000;19,48000000000;5,19600000000;7,96970000000
118;CP65;1;4517;2020;printemps;29,1944;-12,36944;29,19440000000;-12,36944000000;0,00000000000;0;0,00000000000;0;36,33000000000;19,36000000000;5,19800000000;7,96960000000
119;CS65;2;4518;2020;printemps;29,276389;-11,95833;29,27638900000;-11,95833000000;0,00000000000;0;0,00000000000;0;36,34500000000;19,53000000000;5,19700000000;7,96990000000
120;CT65;8;207;2020;automne;29,3;-11,814444;29,30000000000;-11,81444400000;0,00000000000;0;38,18000000000;1;36,35400000000;19,54000000000;5,01400000000;7,96000000000
121;CU65;8;210;2020;printemps;29,24722;-11,521389;29,24722000000;-11,52138900000;0,00000000000;0;262,08000000000;1;36,34600000000;19,79000000000;5,08300000000;7,96990000000
122;CV65;9;211;2020;printemps;29,3333;-11,4925;29,33330000000;-11,49250000000;0,00000000000;0;275,52000000000;1;36,34800000000;19,91000000000;5,08900000000;7,96980000000
123;CW65;32;212;2020;printemps;29,19444;-11,244444;29,19444000000;-11,24444400000;0,00000000000;0;404,88000000000;1;36,38700000000;19,55000000000;5,00900000000;7,93900000000
124;CX65;12;4569;2020;printemps;29,262778;-11,10833;29,26277800000;-11,10833000000;0,00000000000;0;0,00000000000;0;36,24900000000;19,37000000000;5,00300000000;7,93990000000
125;CY65;22;215;2020;automne;29,193056;-10,920278;29,19305600000;-10,92027800000;0,00000000000;0;473,00000000000;1;36,25600000000;19,55000000000;5,06400000000;7,93970000000
126;DZ65;25;225;2020;automne;29,261667;-10,7375;29,26166700000;-10,73750000000;419,12000000000;1;167,88000000000;1;36,24800000000;19,91000000000;5,08900000000;7,93980000000
127;DA65;20;237;2020;printemps;29,206667;-10,653889;29,20666700000;-10,65388900000;793,85000000000;1;403,15000000000;1;36,24400000000;19,09000000000;5,01300000000;7,93980000000
128;DB65;34;245;2020;automne;29,270278;-10,366389;29,27027800000;-10,36638900000;1523,31000000000;1;26,26000000000;1;36,23300000000;19,90000000000;5,10800000000;7,93930000000
129;DC65;9;260;2020;printemps;29,326944;-10,3275;29,32694400000;-10,32750000000;3923,59000000000;1;46,67000000000;1;36,22900000000;19,51000000000;5,19600000000;7,93040000000
130;CO66;2;4641;2020;printemps;29,13056;-12,51111;29,13056000000;-12,51111000000;0,00000000000;0;0,00000000000;0;36,33200000000;19,42000000000;5,19700000000;7,96960000000
131;CS66;2;265;2020;printemps;29,111111;-11,86111;29,11111100000;-11,86111000000;0,00000000000;0;453,60000000000;1;36,34400000000;19,32000000000;5,16900000000;7,96960000000
132;CT66;3;266;2020;printemps;29,1;-11,72222;29,10000000000;-11,72222000000;0,00000000000;0;341,04000000000;1;36,34900000000;19,78000000000;5,02800000000;7,96010000000
133;CU66;14;267;2020;printemps;29,105;-11,618056;29,10500000000;-11,61805600000;0,00000000000;0;887,04000000000;1;36,34100000000;19,85000000000;5,05600000000;7,96940000000
134;CV66;6;269;2020;printemps;29,109444;-11,3525;29,10944400000;-11,35250000000;0,00000000000;0;21,28000000000;1;36,34800000000;19,53000000000;5,00400000000;7,96000000000
135;CX66;7;271;2020;printemps;29,122778;-11,1;29,12277800000;-11,10000000000;0,00000000000;0;699,44000000000;1;36,24900000000;18,30000000000;5,02800000000;7,93000000000
136;CY66;7;274;2020;printemps;29,15556;-10,954444;29,15556000000;-10,95444400000;0,00000000000;0;134,96000000000;1;36,24200000000;18,89000000000;5,08500000000;7,90970000000
137;DZ66;8;278;2020;printemps;29,13611;-10,668333;29,13611000000;-10,66833300000;177,39000000000;1;78,38000000000;1;36,29800000000;18,21000000000;5,08000000000;7,90940000000
138;DA66;14;282;2020;printemps;29,108056;-10,51;29,10805600000;-10,51000000000;3831,97000000000;1;1946,03000000000;1;36,23000000000;18,86000000000;5,01600000000;7,93950000000
139;CG67;1;4681;2020;printemps;28,87222;-13,93333;28,87222000000;-13,93333000000;0,00000000000;0;0,00000000000;0;36,34700000000;19,47000000000;5,10000000000;7,96980000000
140;CJ67;1;4682;2020;automne;28,8611;-13,346389;28,86110000000;-13,34638900000;0,00000000000;0;0,00000000000;0;36,33100000000;19,35000000000;5,19900000000;7,96960000000
141;CL67;1;4683;2020;automne;28,88056;-13,101667;28,88056000000;-13,10166700000;87,12000000000;1;7,32000000000;1;36,33100000000;19,40000000000;5,10900000000;7,96960000000
142;CM67;1;288;2020;printemps;28,979444;-12,8889;28,97944400000;-12,88890000000;0,00000000000;0;0,48000000000;1;36,30500000000;19,05000000000;5,19400000000;7,96910000000
143;CN67;4;289;2020;printemps;28,9722;-12,680556;28,97220000000;-12,68055600000;0,00000000000;0;7,79000000000;1;36,34400000000;19,65000000000;5,19000000000;7,96980000000
144;CO67;5;290;2020;printemps;28,85833;-12,656944;28,85833000000;-12,65694400000;0,00000000000;0;3,41000000000;1;36,34200000000;19,99000000000;5,11000000000;7,96990000000
145;CP67;39;291;2020;automne;28,913056;-12,478889;28,91305600000;-12,47888900000;87,12000000000;1;7,32000000000;1;36,35000000000;19,64000000000;5,12500000000;7,96000000000
146;CQ67;33;299;2020;printemps;28,910556;-12,213056;28,91055600000;-12,21305600000;0,00000000000;0;7,78000000000;1;36,34600000000;19,63000000000;5,19100000000;7,96990000000
147;CR67;9;303;2020;printemps;28,834444;-12,112222;28,83444400000;-12,11222200000;0,00000000000;0;1,33000000000;1;36,34300000000;19,08000000000;5,19600000000;7,96980000000
148;CS67;25;307;2020;printemps;28,968056;-11,994722;28,96805600000;-11,99472200000;0,00000000000;0;2,20000000000;1;36,32900000000;19,65000000000;5,17000000000;7,96940000000
149;CT67;17;321;2020;printemps;28,999167;-11,773056;28,99916700000;-11,77305600000;0,00000000000;0;0,58000000000;1;36,34600000000;19,78000000000;5,08600000000;7,96980000000
150;CU67;17;332;2020;printemps;28,900556;-11,644167;28,90055600000;-11,64416700000;0,00000000000;0;0,32000000000;1;36,33600000000;19,68000000000;5,08800000000;7,96950000000
151;CV67;23;335;2020;printemps;28,971389;-11,450833;28,97138900000;-11,45083300000;0,00000000000;0;294,56000000000;1;36,29400000000;19,42000000000;5,01500000000;7,96900000000
152;CW67;12;348;2020;printemps;28,993611;-11,205;28,99361100000;-11,20500000000;0,00000000000;0;808,08000000000;1;36,23500000000;19,71000000000;5,09300000000;7,93860000000
153;CX67;5;356;2020;printemps;28,951944;-11,147778;28,95194400000;-11,14777800000;0,00000000000;0;380,24000000000;1;36,22900000000;18,36000000000;5,03100000000;7,90960000000
154;CY67;17;361;2020;printemps;28,937222;-10,84;28,93722200000;-10,84000000000;149,59000000000;1;1491,26000000000;1;36,25800000000;18,54000000000;5,09800000000;7,90990000000
